,Tweets Ago,Media,Tweet,Date,Compound,Positive,Negative,Neutral
370,72,FoxNews,"Math teacher accused of multiple sex romps, sending lewd photos to student, sentenced https://t.co/hCwq8lgTdX",Sun Jan 07 23:54:52 +0000 2018,-0.3182,0.0,0.784,0.216
371,73,FoxNews,Celebrities wear black to the #GoldenGlobes to protest sexual harassment in the entertainment industry.… https://t.co/fugBDQxsLr,Sun Jan 07 23:48:23 +0000 2018,-0.4019,0.138,0.591,0.271
372,74,FoxNews,"Feds to seek retrial in Bundy case, as sting of mistrial lingers
 https://t.co/JAoHs6kdF0",Sun Jan 07 23:37:00 +0000 2018,0.0,0.0,1.0,0.0
373,75,FoxNews,".@Jamie_Weinstein on calls for Sessions to resign: ""He is an embattled man and I think he's been an embattled attor… https://t.co/LDRZyJnJyI",Sun Jan 07 23:28:29 +0000 2018,-0.34,0.0,0.888,0.112
374,76,FoxNews,".@ArthelNeville: ""Is the AG trying to appease @POTUS?""

@Jamie_Weinstein: ""I think the attorney general has been em… https://t.co/BdYEOOa62R",Sun Jan 07 23:21:31 +0000 2018,0.2732,0.11,0.89,0.0
375,77,FoxNews,NJ man arrested 92 times gets decades in prison for killing son's mom https://t.co/S2UxsC3Nk6,Sun Jan 07 23:16:00 +0000 2018,-0.8957,0.0,0.505,0.495
376,78,FoxNews,Antifa member ordered to pay legal fees of Berkeley conservative over attempted restraining order https://t.co/2boASDxYcv,Sun Jan 07 23:11:00 +0000 2018,0.0258,0.094,0.818,0.088
377,79,FoxNews,"OPINION: Pot is dangerous, not funny -- a doctor tells us why https://t.co/AD8qDFTpzW",Sun Jan 07 23:10:00 +0000 2018,-0.6711,0.0,0.645,0.355
378,80,FoxNews,#GameofThrones actor Kit Harington kicked out of NYC bar https://t.co/NLxWKkgg2k,Sun Jan 07 23:03:00 +0000 2018,0.0,0.0,1.0,0.0
379,81,FoxNews,.@HeyTammyBruce: 'Fake but important' Trump book proves liberals don't care about the truth         https://t.co/P3nDYCY7L2,Sun Jan 07 23:00:01 +0000 2018,-0.088,0.249,0.484,0.266
380,82,FoxNews,".@TomFitton: ""If it's a serious investigation, Mrs. Clinton needs to take some legal counsel and take this more ser… https://t.co/K4LZqQupgT",Sun Jan 07 22:55:06 +0000 2018,0.0516,0.076,0.859,0.066
381,83,FoxNews,".@PMorici1: ""The bottom line here is American companies are doing better since Mr. Trump won the election. They're… https://t.co/aiKKAuJ4up",Sun Jan 07 22:54:04 +0000 2018,0.765,0.28,0.72,0.0
382,84,FoxNews,".@POTUS, yesterday, on Michael Wolff: ""I never interviewed with him in the @WhiteHouse at all. He was never in the… https://t.co/HZA6ece644",Sun Jan 07 22:51:01 +0000 2018,0.0,0.0,1.0,0.0
383,85,FoxNews,"Trump Book Author Recalls WH Visits, Rebuffs Criticism       https://t.co/jrokFD3Wpp",Sun Jan 07 22:48:04 +0000 2018,-0.4404,0.0,0.734,0.266
384,86,FoxNews,Volunteer attacked with machete while delivering meals to the homeless https://t.co/cqVRT725JZ,Sun Jan 07 22:46:21 +0000 2018,-0.4588,0.0,0.769,0.231
385,87,FoxNews,RT @foxnewspolitics: Trump slams 'flunky' CNN star Jake Tapper after Stephen Miller grilling flies off the rails    https://t.co/nwHmPxLnrj,Sun Jan 07 22:46:06 +0000 2018,0.0,0.0,1.0,0.0
386,88,FoxNews,".@POTUS: ""We also obviously went into budgets, and we went into DACA... and we hope that we're going to work out an… https://t.co/Sg90O6ZkOy",Sun Jan 07 22:45:07 +0000 2018,0.4404,0.116,0.884,0.0
387,89,FoxNews,"NFL’s Roger Goodell not worried about TV ratings despite backlash over kneeling, concussions
   https://t.co/KGMbpXQI2m",Sun Jan 07 22:41:57 +0000 2018,0.2235,0.127,0.873,0.0
388,90,FoxNews,Mysterious x-ray emission may reveal nature of dark matter https://t.co/LxPOzaFZdM,Sun Jan 07 22:41:53 +0000 2018,0.0258,0.109,0.891,0.0
389,91,FoxNews,"RT @EricShawnTV: I anchor at 6 pm ET @FoxNews: The #WhiteHouse: @POTUS @realDonaldTrump and Macron say #Tehran uses #Iran's ""wealth to fund…",Sun Jan 07 22:35:21 +0000 2018,0.4939,0.144,0.856,0.0
390,92,FoxNews,"Boston firefighters battle fire, ice during blaze as deep freeze set to end https://t.co/b2rD9DqKrb",Sun Jan 07 22:30:18 +0000 2018,-0.5859,0.07,0.64,0.291
391,93,FoxNews,"On ""Sunday Morning Futures with @MariaBartiromo,"" Sen. @ThomTillis slammed Democrats who have changed their tune ra… https://t.co/lTzWMDHJdR",Sun Jan 07 22:22:20 +0000 2018,0.0,0.0,1.0,0.0
392,94,FoxNews,"'Jumanji,' shockingly topples 'Star Wars: The Last Jedi' at the box office https://t.co/uBc8oYLqkW",Sun Jan 07 22:21:53 +0000 2018,-0.6486,0.0,0.675,0.325
393,95,FoxNews,Christians in Egypt celebrate Christmas after year marred by violence - via @christocarbone    https://t.co/ZGewkfCTgn,Sun Jan 07 22:16:55 +0000 2018,-0.1027,0.197,0.585,0.218
394,96,FoxNews,"'Mad Pooper' copycat makes 'vile' mess in driveway, Arkansas woman says https://t.co/MKBlcg4NIb",Sun Jan 07 22:11:07 +0000 2018,-0.6908,0.0,0.637,0.363
395,97,FoxNews,"TONIGHT: @WilliamJBennett hosts ""The Wise Guys,"" a powerful discussion on America's future - Tune in at 8p &amp; 11p ET… https://t.co/VoHxXFWJbO",Sun Jan 07 22:07:06 +0000 2018,0.7096,0.258,0.742,0.0
396,98,FoxNews,".@AlanDersh: ""How dare liberals - people on the left - try to undo democracy by accusing a president of being menta… https://t.co/gH1oC8mjtQ",Sun Jan 07 22:05:03 +0000 2018,-0.1779,0.0,0.914,0.086
397,99,FoxNews,"Betty White, 95, speaks about longevity, vodka and hot dogs https://t.co/gwpVS4FrTD",Sun Jan 07 22:04:54 +0000 2018,0.0,0.0,1.0,0.0
398,100,FoxNews,"This morning on @foxandfriends, @LisaMarieBoothe discussed @TheDemocrats' recent approach to the issue of illegal i… https://t.co/40pCgCDbp7",Sun Jan 07 22:01:27 +0000 2018,-0.5574,0.0,0.806,0.194
399,1,nytimes,"In an ancient burial pit in Alaska, scientists have found new clues to how people first arrived in the Americas fro… https://t.co/xjQZgJNlF1",Mon Jan 08 05:09:35 +0000 2018,0.0,0.0,1.0,0.0
400,2,nytimes,"Debra Messing, live on E!, chastised E! https://t.co/jcWr4yyKd6",Mon Jan 08 04:52:06 +0000 2018,-0.5837,0.0,0.649,0.351
401,3,nytimes,"Natalie Portman: ""And here are the all-male nominees"" https://t.co/SlTDj01NI7",Mon Jan 08 04:28:03 +0000 2018,0.0,0.0,1.0,0.0
402,4,nytimes,A full transcript of Oprah Winfrey's Golden Globes speech: https://t.co/Tvmp3xJDpO https://t.co/84WdtTcWnq,Mon Jan 08 04:18:00 +0000 2018,0.0,0.0,1.0,0.0
403,5,nytimes,The complete list of winners at the 2018 Golden Globes https://t.co/Bl9qcHIOZg,Mon Jan 08 04:16:50 +0000 2018,0.4767,0.237,0.763,0.0
404,6,nytimes,"""Three Billboards"" and ""Lady Bird"" won the top movie awards at the Golden Globes, and Oprah Winfrey jolted the crow… https://t.co/irHWXYldIx",Mon Jan 08 04:11:40 +0000 2018,0.8176,0.321,0.679,0.0
405,7,nytimes,"Not everyone has been pleased with the Golden Globes success of ""Three Billboards Outside Ebbing, Missouri"" https://t.co/vAI40YiPYc",Mon Jan 08 04:07:49 +0000 2018,0.765,0.306,0.694,0.0
406,8,nytimes,"The NYT review of ""Three Billboards Outside Ebbing, Missouri,"" which just won a Golden Globe for best drama https://t.co/N9AQ06BKEl",Mon Jan 08 04:06:29 +0000 2018,0.836,0.331,0.669,0.0
407,9,nytimes,"Frances McDormand, in 2017: ""I’m not an actor because I want my picture taken. I’m an actor because I want to be pa… https://t.co/yUNPt4nLx9",Mon Jan 08 04:02:02 +0000 2018,0.1531,0.115,0.885,0.0
408,10,nytimes,Photos: We sent a Pulitzer-prize winning photographer to capture the realities of the Golden Globes red carpet… https://t.co/SnHpnV2pWN,Mon Jan 08 03:53:04 +0000 2018,0.5267,0.175,0.825,0.0
409,11,nytimes,"In most films, girls exist to be looked at. But in Greta Gerwig’s ""Lady Bird,"" the girl is the one who looks. From… https://t.co/Hcii8NtPQb",Mon Jan 08 03:45:41 +0000 2018,0.0,0.0,1.0,0.0
410,12,nytimes,"The NYT review of ""Lady Bird,"" which just won a Golden Globe for best comedy/musical https://t.co/TctuZGKtlA",Mon Jan 08 03:44:23 +0000 2018,0.836,0.378,0.622,0.0
411,13,nytimes,"RT @nytimesarts: Saoirse Ronan wins the Golden Globe for best actress in a movie, comedy/musical for ""Lady Bird""",Mon Jan 08 03:36:07 +0000 2018,0.836,0.345,0.655,0.0
412,14,nytimes,"Reese Witherspoon: ""People out there who are feeling silenced – we see you, we hear you and we will tell your story"" https://t.co/rgbbntDM54",Mon Jan 08 03:31:38 +0000 2018,0.128,0.067,0.933,0.0
413,15,nytimes,"Southern mothers. Brown lipstick. Red Vines. ""Big Little Lies."" https://t.co/W2sHiMzvyv",Mon Jan 08 03:28:37 +0000 2018,0.0,0.0,1.0,0.0
414,16,nytimes,"The NYT review of ""The Shape of Water,"" for which Guillermo del Toro just won a Golden Globe… https://t.co/064UzoybD2",Mon Jan 08 03:27:50 +0000 2018,0.5719,0.179,0.821,0.0
415,17,nytimes,"Recy Taylor died weeks after the release of a documentary about her. Here's NYT's review of ""The Rape of Recy Taylo… https://t.co/hXk64n3L0h",Mon Jan 08 03:17:10 +0000 2018,-0.8519,0.0,0.696,0.304
416,18,nytimes,"Recy Taylor, who Oprah just mentioned, was gang-raped by 6 white men in 1944, in a case that galvanized the early c… https://t.co/AoMOdSLWKi",Mon Jan 08 03:13:44 +0000 2018,0.0,0.0,1.0,0.0
417,19,nytimes,"Oprah: ""I want tonight to express gratitude to all the women who have endured years of abuse and assault"" https://t.co/iIBrsJRmc2",Mon Jan 08 03:12:48 +0000 2018,-0.6597,0.161,0.559,0.28
418,20,nytimes,A running list of winners of the Golden Globes https://t.co/gDif32Vrf7,Mon Jan 08 03:10:04 +0000 2018,0.4767,0.279,0.721,0.0
419,21,nytimes,"In an ancient burial pit in Alaska, scientists have found new clues to how people first arrived in the Americas fro… https://t.co/xjQZgJNlF1",Mon Jan 08 05:09:35 +0000 2018,0.0,0.0,1.0,0.0
420,22,nytimes,"Debra Messing, live on E!, chastised E! https://t.co/jcWr4yyKd6",Mon Jan 08 04:52:06 +0000 2018,-0.5837,0.0,0.649,0.351
421,23,nytimes,"Natalie Portman: ""And here are the all-male nominees"" https://t.co/SlTDj01NI7",Mon Jan 08 04:28:03 +0000 2018,0.0,0.0,1.0,0.0
422,24,nytimes,A full transcript of Oprah Winfrey's Golden Globes speech: https://t.co/Tvmp3xJDpO https://t.co/84WdtTcWnq,Mon Jan 08 04:18:00 +0000 2018,0.0,0.0,1.0,0.0
423,25,nytimes,The complete list of winners at the 2018 Golden Globes https://t.co/Bl9qcHIOZg,Mon Jan 08 04:16:50 +0000 2018,0.4767,0.237,0.763,0.0
424,26,nytimes,"""Three Billboards"" and ""Lady Bird"" won the top movie awards at the Golden Globes, and Oprah Winfrey jolted the crow… https://t.co/irHWXYldIx",Mon Jan 08 04:11:40 +0000 2018,0.8176,0.321,0.679,0.0
425,27,nytimes,"Not everyone has been pleased with the Golden Globes success of ""Three Billboards Outside Ebbing, Missouri"" https://t.co/vAI40YiPYc",Mon Jan 08 04:07:49 +0000 2018,0.765,0.306,0.694,0.0
426,28,nytimes,"The NYT review of ""Three Billboards Outside Ebbing, Missouri,"" which just won a Golden Globe for best drama https://t.co/N9AQ06BKEl",Mon Jan 08 04:06:29 +0000 2018,0.836,0.331,0.669,0.0
427,29,nytimes,"Frances McDormand, in 2017: ""I’m not an actor because I want my picture taken. I’m an actor because I want to be pa… https://t.co/yUNPt4nLx9",Mon Jan 08 04:02:02 +0000 2018,0.1531,0.115,0.885,0.0
428,30,nytimes,Photos: We sent a Pulitzer-prize winning photographer to capture the realities of the Golden Globes red carpet… https://t.co/SnHpnV2pWN,Mon Jan 08 03:53:04 +0000 2018,0.5267,0.175,0.825,0.0
429,31,nytimes,"In most films, girls exist to be looked at. But in Greta Gerwig’s ""Lady Bird,"" the girl is the one who looks. From… https://t.co/Hcii8NtPQb",Mon Jan 08 03:45:41 +0000 2018,0.0,0.0,1.0,0.0
430,32,nytimes,"The NYT review of ""Lady Bird,"" which just won a Golden Globe for best comedy/musical https://t.co/TctuZGKtlA",Mon Jan 08 03:44:23 +0000 2018,0.836,0.378,0.622,0.0
431,33,nytimes,"RT @nytimesarts: Saoirse Ronan wins the Golden Globe for best actress in a movie, comedy/musical for ""Lady Bird""",Mon Jan 08 03:36:07 +0000 2018,0.836,0.345,0.655,0.0
432,34,nytimes,"Reese Witherspoon: ""People out there who are feeling silenced – we see you, we hear you and we will tell your story"" https://t.co/rgbbntDM54",Mon Jan 08 03:31:38 +0000 2018,0.128,0.067,0.933,0.0
433,35,nytimes,"Southern mothers. Brown lipstick. Red Vines. ""Big Little Lies."" https://t.co/W2sHiMzvyv",Mon Jan 08 03:28:37 +0000 2018,0.0,0.0,1.0,0.0
434,36,nytimes,"The NYT review of ""The Shape of Water,"" for which Guillermo del Toro just won a Golden Globe… https://t.co/064UzoybD2",Mon Jan 08 03:27:50 +0000 2018,0.5719,0.179,0.821,0.0
435,37,nytimes,"Recy Taylor died weeks after the release of a documentary about her. Here's NYT's review of ""The Rape of Recy Taylo… https://t.co/hXk64n3L0h",Mon Jan 08 03:17:10 +0000 2018,-0.8519,0.0,0.696,0.304
436,38,nytimes,"Recy Taylor, who Oprah just mentioned, was gang-raped by 6 white men in 1944, in a case that galvanized the early c… https://t.co/AoMOdSLWKi",Mon Jan 08 03:13:44 +0000 2018,0.0,0.0,1.0,0.0
437,39,nytimes,"Oprah: ""I want tonight to express gratitude to all the women who have endured years of abuse and assault"" https://t.co/iIBrsJRmc2",Mon Jan 08 03:12:48 +0000 2018,-0.6597,0.161,0.559,0.28
438,40,nytimes,A running list of winners of the Golden Globes https://t.co/gDif32Vrf7,Mon Jan 08 03:10:04 +0000 2018,0.4767,0.279,0.721,0.0
439,41,nytimes,"Hi, Oprah https://t.co/BeLNbIckxg",Mon Jan 08 03:03:56 +0000 2018,0.0,0.0,1.0,0.0
440,42,nytimes,Sterling K. Brown became the first black man to win a Golden Globe for for best actor in a television drama https://t.co/XzA5nCs8ck,Mon Jan 08 02:59:49 +0000 2018,0.8402,0.308,0.692,0.0
441,43,nytimes,"From 2017: For Aziz Ansari, “Master of None” is deeply personal. Season 2 was even more ambitious than the first. https://t.co/1wfRIu3DIg",Mon Jan 08 02:57:13 +0000 2018,0.5256,0.152,0.848,0.0
442,44,nytimes,Did you hear the one about the housewife who walks into a comedy club? It just won a Golden Globe. https://t.co/IcR6bvJb7k,Mon Jan 08 02:55:02 +0000 2018,0.7351,0.267,0.733,0.0
443,45,nytimes,Review: It turns out it was harder for Ryan Seacrest and Giuliana Rancic to pivot from clothes to crises than they… https://t.co/opeFDDiYkT,Mon Jan 08 02:47:23 +0000 2018,0.0,0.0,1.0,0.0
444,46,nytimes,It took only 4 minutes for Harvey Weinstein to be booed at the 75th Golden Globes. https://t.co/kCxGLoPlle,Mon Jan 08 02:39:05 +0000 2018,0.0,0.0,1.0,0.0
445,47,nytimes,A full transcript of Seth Meyer's Golden Globes monologue https://t.co/SLeaAkQLYr,Mon Jan 08 02:26:58 +0000 2018,0.0,0.0,1.0,0.0
446,48,nytimes,"RT @nytimesarts: ""Coco"" was the story of my life: our readers share reactions to Pixar’s film, which just won a Golden Globe https://t.co/c…",Mon Jan 08 02:24:18 +0000 2018,0.7096,0.228,0.772,0.0
447,49,nytimes,"Miss Golden Globe is no more.
Long live the Golden Globe Ambassador. https://t.co/EkyRRfzHA4",Mon Jan 08 02:24:02 +0000 2018,-0.4215,0.0,0.743,0.257
448,50,nytimes,"The NYT review of ""Coco,"" which just won a Golden Globe https://t.co/YhhH6L3Er1",Mon Jan 08 02:21:31 +0000 2018,0.5719,0.27,0.73,0.0
449,51,nytimes,"""With that deeply Franco speech, we’re learning that, for white men, the theme of night might be #ThemToo."" —… https://t.co/AMgByYiAEA",Mon Jan 08 02:16:07 +0000 2018,0.0,0.0,1.0,0.0
450,52,nytimes,RT @sgoood: Tommy Wiseau on the Golden Globes stage? Of course! https://t.co/QOETvLnqan,Mon Jan 08 02:14:31 +0000 2018,0.0,0.0,1.0,0.0
451,53,nytimes,"Oh, hi Mark! https://t.co/ZZrAgTISvL",Mon Jan 08 02:10:13 +0000 2018,0.0,0.0,1.0,0.0
452,54,nytimes,"James Franco, on playing Tommy Wiseau: ""I could relate to the story, as insane as it was, because it was a story ab… https://t.co/4nsHr9TaUD",Mon Jan 08 02:09:40 +0000 2018,-0.2263,0.071,0.824,0.106
453,55,nytimes,We asked Golden Globes nominees about sexism. Here's what they said. https://t.co/Kvt27yJ7VJ,Mon Jan 08 02:07:34 +0000 2018,0.0,0.0,1.0,0.0
454,56,nytimes,@yashar The caption has long since been updated to properly acknowledge the wonderful Rita Moreno… https://t.co/GyYKMhgs8k,Mon Jan 08 02:03:25 +0000 2018,0.5719,0.198,0.802,0.0
455,57,nytimes,A running list of winners of the Golden Globes https://t.co/JSqjCG3OKO,Mon Jan 08 02:02:45 +0000 2018,0.4767,0.279,0.721,0.0
456,58,nytimes,@itsgabrielleu The caption has since been updated to acknowledge QUEEN Rita Moreno https://t.co/YSr4G1EOOg https://t.co/tA1sNvRgxj,Mon Jan 08 02:00:02 +0000 2018,0.0,0.0,1.0,0.0
457,59,nytimes,RT @jodikantor: A new kind of red carpet pic. https://t.co/Ylb8P74YVM https://t.co/NMz8mQUSr4,Mon Jan 08 01:52:14 +0000 2018,0.0,0.0,1.0,0.0
458,60,nytimes,"""The Handmaid's Tale"" just won the Golden Globe for best TV drama series https://t.co/ZsPY9uRuF2",Mon Jan 08 01:46:25 +0000 2018,0.836,0.397,0.603,0.0
459,61,nytimes,"RT @nytimesarts: Sterling K. Brown wins the Golden Globe for best actor, TV drama for ""This Is Us""",Mon Jan 08 01:43:26 +0000 2018,0.836,0.331,0.669,0.0
460,62,nytimes,"The Pentagon Papers are back in the spotlight with the release of ""The Post."" Here's how the top-secret cache of do… https://t.co/WZxCxAnt7p",Mon Jan 08 01:41:36 +0000 2018,0.0,0.0,1.0,0.0
461,63,nytimes,"Elisabeth Moss, who just won a Golden Globe, said this about ""The Handmaid's Tale"" in 2017: ""We never knew that it… https://t.co/nHsu098mJ6",Mon Jan 08 01:32:32 +0000 2018,0.5719,0.156,0.844,0.0
462,64,nytimes,"Rachel Brosnahan, on her audition for ""The Marvelous Mrs. Maisel"": ""I think I may have had a small stroke? I litera… https://t.co/Y3McO285is",Mon Jan 08 01:31:31 +0000 2018,0.5994,0.178,0.822,0.0
463,65,nytimes,"Rachel Brosnahan's role in ""The Marvelous Mrs. Maisel"" — for which she just won a Golden
 Globe — came at a moment… https://t.co/mYvw6DUGoa",Mon Jan 08 01:30:02 +0000 2018,0.8225,0.309,0.691,0.0
464,66,nytimes,"""I’m a Sam Rockwell fan who despises the moral and emotional and metaphorical confusion that is 'Three Billboards O… https://t.co/PHLTjLjTki",Mon Jan 08 01:27:21 +0000 2018,-0.3182,0.162,0.622,0.216
465,67,nytimes,A running list of winners of the Golden Globes https://t.co/rfuetPaDVb,Mon Jan 08 01:24:37 +0000 2018,0.4767,0.279,0.721,0.0
466,68,nytimes,"The truth has a voice.

This commercial for The New York Times premiered during the Golden Globes. https://t.co/bDdSVPgLzf",Mon Jan 08 01:24:05 +0000 2018,0.3182,0.126,0.874,0.0
467,69,nytimes,"The NYT review of ""Three Billboards Outside Ebbing, Missouri,"" for which Sam Rockwell just won a Golden Globe https://t.co/MaFqqW4B72",Mon Jan 08 01:20:05 +0000 2018,0.5719,0.179,0.821,0.0
468,70,nytimes,"RT @nytimesarts: Nicole Kidman wins the Golden Globe for best actress, TV movie or miniseries for ""Big Little Lies""",Mon Jan 08 01:16:18 +0000 2018,0.7501,0.299,0.606,0.095
469,71,nytimes,"With ""Big Little Lies,"" Nicole Kidman (who just won a Golden Globe) helped ensure that complicated stories about wo… https://t.co/2Xs4jBZcwi",Mon Jan 08 01:15:07 +0000 2018,0.743,0.27,0.73,0.0
470,72,nytimes,Amy Poehler is among 8 actresses who are accompanied by activists at the Golden Globes https://t.co/2lttz5Hhnr,Mon Jan 08 01:11:45 +0000 2018,0.0,0.0,1.0,0.0
471,73,nytimes,"RT @NYTStyles: Harvey Weinstein helped build the awards circuit as we know it. He’ll be gone from this year’s Golden Globes— derided, decri…",Mon Jan 08 01:08:13 +0000 2018,0.296,0.116,0.814,0.07
472,74,nytimes,"""Seth Meyers is making the most of the anxiety about how he’d do,"" @melenar writes of the Golden Globes https://t.co/39vndAdGbB",Mon Jan 08 01:06:59 +0000 2018,-0.2415,0.0,0.906,0.094
473,75,nytimes,"Seth Meyers on hosting the Golden Globes: ""If we’re going to talk about what’s been going on lately, then I can bri… https://t.co/YV4dakchyJ",Mon Jan 08 01:01:51 +0000 2018,0.0,0.0,1.0,0.0
474,76,nytimes,The Golden Globes are Hollywood's first major gathering of the #MeToo era. How will the stars respond? Join us for… https://t.co/TqLeZdHE7u,Mon Jan 08 00:49:05 +0000 2018,0.296,0.099,0.901,0.0
475,77,nytimes,Photos: The latest action from the Golden Globes red carpet https://t.co/MXly37Tooe,Mon Jan 08 00:36:03 +0000 2018,0.0,0.0,1.0,0.0
476,78,nytimes,This succulent chicken recipe is as timeless as they come https://t.co/rwRhC2geUg,Mon Jan 08 00:35:01 +0000 2018,0.0,0.0,1.0,0.0
477,79,nytimes,"RT @NYTStyles: Amy Poehler is at the #GoldenGlobes with Saru Jayaraman, an advocate and attorney for restaurant workers. https://t.co/63UNN…",Mon Jan 08 00:29:12 +0000 2018,0.0,0.0,1.0,0.0
478,80,nytimes,We asked Golden Globes nominees about sexism. Here's what they said. https://t.co/jmJBHHQq3O,Mon Jan 08 00:20:48 +0000 2018,0.0,0.0,1.0,0.0
479,81,nytimes,"Debra Messing, live on E!, used her red carpet interview to chastise E! https://t.co/2dLp7CzTZB",Mon Jan 08 00:08:43 +0000 2018,-0.6229,0.0,0.761,0.239
480,82,nytimes,"The Golden Globes will be draped in black, quite literally, with actresses and some actors vowing to use their atti… https://t.co/l3PnmcRnU0",Mon Jan 08 00:07:42 +0000 2018,0.0,0.0,1.0,0.0
481,83,nytimes,Follow @caraNYT for more updates from the Golden Globes red carpet. https://t.co/i1Xg4qdNGR,Mon Jan 08 00:02:10 +0000 2018,0.0,0.0,1.0,0.0
482,84,nytimes,Time's Up pins are the political accessory at the Golden Globes https://t.co/jzk1PpV0Eo,Sun Jan 07 23:57:04 +0000 2018,0.0,0.0,1.0,0.0
483,85,nytimes,"Michelle Williams, Emma Watson and six other actresses will each be accompanied by activists on the Golden Globes r… https://t.co/Abb8kxQLI6",Sun Jan 07 23:47:46 +0000 2018,0.0,0.0,1.0,0.0
484,86,nytimes,Israel published a blacklist of 20 organizations whose leaders it has barred from entering the country for supporti… https://t.co/DqhQS6nehV,Sun Jan 07 23:38:05 +0000 2018,0.0,0.0,1.0,0.0
485,87,nytimes,"RT @VVFriedman: The black fashion #goldenglobes movement seems to be divided along three lines: women who wear black tuxes, women who wear…",Sun Jan 07 23:34:20 +0000 2018,0.0,0.0,1.0,0.0
486,88,nytimes,"Given Hollywood's cultural reckoning, @NYTStyles decided to take a fresh approach to the Golden Globes red carpet.… https://t.co/MPt3GxEvlR",Sun Jan 07 23:28:12 +0000 2018,0.3182,0.126,0.874,0.0
487,89,nytimes,RT @nytopinion: .@ambertamblyn: What we are wearing is not a statement of fashion. It is a statement of action. It is a direct message of r…,Sun Jan 07 23:15:08 +0000 2018,0.0,0.0,1.0,0.0
488,90,nytimes,"Debra Messing, being interviewed on E!: "" I was so shocked to hear E! doesn’t believe in paying their female co-hos… https://t.co/Xpe0ozIlWX",Sun Jan 07 23:14:33 +0000 2018,-0.5537,0.0,0.842,0.158
489,91,nytimes,A group of 300 Hollywood women have formed a sprawling initiative to fight systemic sexual harassment https://t.co/mfaGVJPaxJ,Sun Jan 07 23:10:05 +0000 2018,-0.7269,0.0,0.681,0.319
490,92,nytimes,"RT @caraNYT: ""With the women's march and now this, it really feels like a revolution is taking place. Although it's not going to solve all…",Sun Jan 07 23:09:41 +0000 2018,0.2929,0.105,0.834,0.06
491,93,nytimes,"Meryl Streep: ""I don't want to hear about the silence of me. I want to hear about the silence of Melania Trump. I w… https://t.co/8MDsR5wCGh",Sun Jan 07 23:07:42 +0000 2018,-0.1139,0.0,0.896,0.104
492,94,nytimes,Want updates from the Golden Globes red carpet? Follow @caraNYT. https://t.co/Aqd8KtYdwI,Sun Jan 07 23:06:43 +0000 2018,0.0772,0.115,0.885,0.0
493,95,nytimes,"The idea of Australia's 3,500-mile long dingo fence is simple: to keep feral dogs and dingoes on one side of the wi… https://t.co/gTiUqFBRzo",Sun Jan 07 23:00:32 +0000 2018,0.0,0.0,1.0,0.0
494,96,nytimes,"RT @nytimesarts: 8 actresses, including Meryl Streep, Michelle Williams and Laura Dern, announced that they would be accompanied by activis…",Sun Jan 07 22:49:37 +0000 2018,0.0,0.0,1.0,0.0
495,97,nytimes,"Watch: At a suicide prevention hotline in Puerto Rico, calls are on the rise after Hurricane Maria. Officials warn… https://t.co/q99BD9T3GX",Sun Jan 07 22:45:09 +0000 2018,-0.6705,0.0,0.8,0.2
496,98,nytimes,"A water main break flooded part of JFK airport, disrupting flights, stranding passengers and adding to the delays f… https://t.co/LnRP1GuZ2O",Sun Jan 07 22:30:30 +0000 2018,0.0,0.0,1.0,0.0
497,99,nytimes,"As violence rises in Mexico, a handful of towns are quietly breaking from the state. But their experiments in quasi… https://t.co/XGmDQiU7BX",Sun Jan 07 22:15:04 +0000 2018,-0.6249,0.0,0.823,0.177
498,100,nytimes,RT @nytpolitics: Senator Kirsten Gillibrand urged Al Franken to resign last month. “I believe she miscalculated and has shot herself in the…,Sun Jan 07 22:00:18 +0000 2018,-0.34,0.0,0.897,0.103
